rollNo,studentName,math,physics,chemistry,grade
539656,Gregory Jackson,18,19,22,F
553436,Colin Harrison,97,37,76,B
567504,Michael Myers,61,72,60,B
510347,Michael Osborne,49,71,12,D
559100,Joshua Wilson,60,42,71,C
511202,Dr. Julie Johnson,84,38,72,B
508994,Emma Brown,22,23,30,F
585986,Pamela Castillo,35,69,67,C
501981,Curtis Merritt,80,15,99,B
541561,Betty Stanton,36,61,43,D
569749,James Hutchinson,96,48,36,C
576741,Tracy Garcia,17,28,44,F
533244,Kimberly Flynn,45,58,83,B
512100,Brandon Kirby,77,69,71,B+
551994,Amanda James,11,52,30,F
574512,Natalie Nguyen,79,100,32,B
598909,Lisa Sawyer,71,44,91,B
506764,Suzanne Miller,56,57,47,C
573517,Renee Hopkins,76,73,36,B
507351,Brandy Patel,37,28,15,F
589827,Jose Johnson,47,62,39,D
573633,Cody Hicks,85,46,90,B+
523758,Alison Brown,54,41,86,C
542065,Christopher Brown,64,12,84,C
577481,Jeremy Lozano,77,23,77,C
514674,Holly Green,92,33,85,B
558145,Leon Gomez,45,11,21,F
545480,Madison Griffin,37,31,13,F
537166,Xavier Manning,53,14,68,D
561782,Julie Martinez,38,36,82,C
510693,Lindsay Foster,21,64,53,D
511336,Joseph Thompson,20,60,42,D
579042,Richard Sims,76,10,41,D
525614,Mrs. Shelley Lowe,83,42,67,B
583292,Lauren Serrano,53,46,31,D
521322,Michael Jones,59,95,74,B+
564411,Denise Vega,33,82,32,D
507872,Dr. Tonya Potter,18,57,66,D
518384,Michelle Phillips,48,33,26,D
513875,Amber Turner,58,86,69,B+
502387,Brooke Moreno,49,83,28,C
514217,Travis Johnson,94,18,74,B
515607,Susan Ramsey,74,49,35,C
586326,Gloria Stewart,61,46,46,C
528028,Randy Allen,96,49,34,C
588690,Jennifer Lin,36,87,73,B
517014,Terry Thompson,76,21,81,C
580438,Russell Garcia,79,75,82,B+
507145,William Parker,11,49,90,D
580223,Christina Lewis,98,68,64,B+
516804,Michael Lynch,40,68,25,D
509929,Jennifer Guzman,23,99,50,C
588641,Glen Ross,68,50,69,B
583636,Gregory Stevenson,17,69,94,C
584377,Deanna Hess,15,12,19,F
593629,Robert Combs,28,65,49,D
599351,Cynthia King,66,63,63,B
552098,Michael Wood,18,38,91,D
503543,James Matthews,29,22,94,D
508213,Brooke Henry,91,28,58,C
578863,Miranda Gonzalez,86,10,15,D
521738,Heather Green,95,31,51,C
507254,Sharon Wilson,64,12,99,C
595060,Lauren Mueller,57,15,26,F
573435,James Smith,20,28,61,D
584823,Stephanie Ali,78,29,46,C
510836,Stacey Bailey,41,54,53,D
555080,Sheila Willis,59,23,79,C
579253,Melissa Sampson,25,59,57,D
567183,Kyle Adams,20,43,87,D
520754,Phillip Ortiz,49,95,80,B+
531932,Colleen Hunter,78,19,12,D
554922,Angela Ward,78,97,36,B
599047,Dalton Lawson,72,97,13,C
594219,Jonathan Smith,29,92,94,B+
535344,Dawn Soto,20,11,50,F
567005,Karen Arellano,39,27,24,F
527531,Denise Ford,57,70,42,C
524156,Marc Sanchez,53,12,70,D
507591,Jose Curtis,82,63,59,B
572276,Heather Tyler,26,74,33,D
507746,Alexander Jennings,23,23,52,F
581448,Christina Allen,14,12,94,D
523417,Patrick Burgess,47,63,89,B
514880,Tamara Mckinney,32,92,58,C
567152,Lisa Cooper,58,37,71,C
593939,Daniel Mcbride DDS,48,58,45,D
526132,Mrs. Karen Hoffman MD,28,28,21,F
549687,Thomas Campbell,38,13,74,D
537902,Andrea Young,98,83,64,A
564960,Nicholas Mitchell,39,35,24,F
540389,Jennifer Hall,23,60,86,C
502694,Jason Smith,26,36,22,F
544969,Bobby Key,60,25,90,C
582149,Stacey Vance,95,91,95,A+
544148,Joseph Porter,92,68,40,B
576734,Aaron Craig,63,87,45,B
590177,Rita Keller,19,74,65,C
573281,Gabriel Simon,49,84,12,D
541812,Michelle Gonzalez,82,86,83,A
532343,Angela Robertson,80,51,69,B
527021,Carolyn Hernandez,67,50,90,B
525659,Ashley Williams,69,47,62,C
520650,Seth Crawford,28,40,79,D
522791,Kyle Pena,59,38,64,C
506664,Maurice Jenkins,56,43,91,B
550456,Christina Roberts,99,36,60,B
503388,Willie Navarro,76,100,50,B+
591856,Brianna Hickman,75,24,41,D
596560,Dr. Matthew Smith,90,35,11,D
577247,James Miller,57,97,95,A
584839,Cathy Guerra,75,89,49,B+
506943,Debbie Richmond,92,88,60,B+
595652,Allison Haas,13,83,66,C
580332,Tiffany Moss,66,32,97,B
569207,Matthew Vargas,61,68,43,C
566430,David Wilson,49,92,88,B+
579694,Hannah Campbell,97,84,97,A+
555243,Melissa Dillon,62,70,50,C
527358,Robert Moore,17,92,84,B
566420,Brian Powell,96,23,59,C
540714,Amber Grimes,94,38,71,B
553509,Elizabeth Chavez,64,91,64,B+
595558,Nancy Hayes,65,61,62,B
519472,Randall Williams,21,43,67,D
573097,Ms. Stephanie Stafford,88,54,21,C
578322,Samuel Russell,94,65,18,C
546299,Linda Whitaker,60,46,70,C
501618,Scott Brown,53,77,91,B+
580818,Alan Carrillo Jr.,13,90,36,D
581496,Erik Parker,48,21,11,F
508695,Brenda Glover,17,65,96,C
587940,Krystal Maddox,95,79,41,B+
537170,Lori Briggs,39,18,46,D
507322,Mrs. Amber Garcia,13,69,44,D
538597,Philip Curry,36,40,29,D
567669,Nancy Martin,88,78,43,B
564153,Samantha Clark,26,77,62,C
581436,Daniel Odom,71,17,53,D
513600,Ashley Martin,76,92,99,A
521065,Craig Mccarty,36,52,85,C
582754,David Rocha,23,100,12,D
559140,Paul Wood,77,13,59,D
539145,Norma Hamilton,73,26,11,D
586051,Stephanie Adams,94,96,94,A+
580404,Brent Phelps,77,21,78,C
504252,Charles Adams,36,63,72,C
533222,Joseph Herrera,10,84,99,B
542079,Anthony Patel,63,57,47,C
595649,James Young,94,15,58,C
515770,Sean Alvarado,99,75,87,A
559216,Lisa Gonzalez,19,11,18,F
547065,Amanda Wilkinson,18,15,14,F
586154,Anthony Erickson,42,59,15,D
584077,Samuel Blake,74,17,21,D
590536,Alisha Bailey,42,52,36,D
513016,Samuel Hammond,49,48,13,D
559008,Roberta Hernandez,69,67,89,B+
588823,Patricia Shelton,79,85,84,A
596776,Veronica Hendricks,34,68,99,B
540302,Craig Williams,73,29,97,B
592676,Michael Ramirez,11,72,42,D
527251,Steven Knapp,47,49,81,C
593152,Allen Dean,90,37,83,B
510978,Jennifer Wilson,47,55,57,C
531351,Trevor Nielsen,46,16,53,D
544888,Rhonda Smith MD,42,44,19,D
584733,Alexander Ford,60,21,71,D
515253,Jack Hawkins,35,76,74,B
506003,Calvin Harvey,85,83,77,A
598207,Shawn Ellis MD,82,20,96,B
593228,Mary Mercado,35,32,50,D
554673,David Brown,57,40,97,B
502726,Eric Terry,37,75,68,C
596227,Cynthia Mcbride,80,61,43,B
541942,Ashley Tyler,49,96,85,B+
565219,Todd Morales,44,71,85,B
540359,Angie Gonzalez,85,30,77,B
582342,Penny Carroll,43,90,65,B
563441,Mary Brown,60,45,55,C
521034,Monica Alexander,66,75,57,B
553980,Charles Larsen,95,19,68,C
578852,Cassandra Carpenter,77,63,72,B
528540,April King,73,45,65,B
517305,Steven Thompson,57,22,89,C
596557,Christopher Mendez,76,70,45,B
580544,Joshua Zimmerman,33,42,71,D
558522,Kathryn Garcia,12,53,30,F
563369,Matthew Wolf,97,51,75,B+
553649,Linda Hutchinson,64,89,53,B
563399,Angela Jones,73,59,81,B+
518609,Nicholas Collins,85,37,38,C
551580,Jamie Parker,24,33,23,F
561684,Kelly Farrell,53,86,92,B+
574747,Courtney Thompson,15,78,72,C
568702,Justin Lewis,73,90,98,A
577418,Christina Weber,25,18,32,F
532452,Penny Mendez,54,13,29,F
572972,Jennifer Schroeder,73,61,99,B+
569574,Ashley Harris,18,81,98,B
544512,Michael Hart,94,97,69,A
586075,Gabriela Mitchell,69,37,52,C
540703,Jason Flynn,65,69,46,C
580944,Kerry Mendez,39,61,37,D
528564,Karen Banks,35,83,76,B
532382,Michael Duncan,53,31,14,F
524031,Laura Riley,16,52,66,D
573196,Jesse Woods,51,18,100,C
523753,Audrey Jones,70,65,12,D
502029,Christopher Goodman,27,41,77,D
599685,Jacqueline Harris,52,23,52,D
536280,Christina Wise,32,14,82,D
595054,Ryan Roth,51,89,32,C
509557,Sophia Brown,35,50,19,D
519959,Connor Cox,50,65,72,B
527842,Robert Holloway,79,99,62,B+
574330,Kelly Johnson,98,61,19,C
545468,Molly Salinas,87,94,20,B
528552,Edward Palmer,98,81,84,A
574873,Terry Martinez,42,28,63,D
543254,Ryan Mills,96,21,63,C
555831,Paul Perez,13,43,78,D
583038,Christina Lang,31,58,72,C
550422,John White,23,38,33,F
511393,Sarah Jones,29,52,79,C
526468,Haley Pena MD,63,68,88,B+
564074,Todd Rhodes MD,97,76,11,B
529277,Jonathan Jones,89,78,63,B+
518741,Penny Nunez,60,23,91,C
505588,Kevin Mccarthy,57,41,67,C
505430,Samantha Patel,77,45,54,C
531973,Steven Owens,72,83,90,A
511204,Vickie Fletcher,39,99,63,B
593703,Robert Watts,31,67,19,D
523536,Krystal Koch,34,58,40,D
522283,Thomas Wilson,21,81,63,C
571225,Michelle Smith,31,30,95,C
530019,Danielle Bowman,26,68,84,C
558206,Alicia Durham,98,11,10,D
510862,Alyssa Carlson,96,60,28,B
583793,Pamela Murray,44,32,35,D
512940,Richard Lopez,96,36,53,B
565592,Cory Torres,30,30,61,D
521728,Amy Smith,71,19,39,D
589495,Lucas Reyes,48,62,98,B
530602,Michelle Calhoun,95,84,99,A+
525805,Andrea Melendez,41,11,70,D
598305,John Neal,89,34,26,D
557289,Fred Campbell,60,58,52,C
503138,Douglas Cunningham,80,26,22,D
583130,Stephen Mora,61,12,38,D
524070,Matthew Nguyen DDS,97,50,62,B
531923,Nicole Ray,51,22,54,D
529789,Robert Jackson,96,50,44,B
580960,Jimmy Terrell,61,45,35,D
519471,Tammy Nguyen,69,84,92,A
547808,Anna Peterson,21,13,75,D
535632,Rebecca Chavez,83,67,18,C
531349,Terrance Watson,37,52,27,D
523480,Anne Thomas,55,49,78,C
543427,Charles Mcdowell,26,22,79,D
589723,Michelle Keller,54,86,67,B
524632,John Guzman,56,50,19,D
510138,Christopher Gates,76,91,51,B+
588217,George Coffey,22,63,31,D
551376,Christopher Morris,87,24,78,B
579161,Anthony Freeman,27,17,94,D
578341,Samuel Lee,56,79,37,C
538441,Katherine Park,99,45,43,B
577427,Jasmine Parsons,57,27,53,D
503053,Carrie Hernandez,32,58,30,D
548409,Micheal Werner,82,78,59,B+
595903,Christina Little,88,44,50,C
550646,Jessica Pineda,46,41,84,C
590521,Tara Moyer,91,84,46,B+
579889,Laura Washington,68,49,57,C
558578,Allen Villanueva,61,44,82,B
538210,Karen Brock,81,12,31,D
508095,Jeremiah Ibarra,61,22,11,F
595837,Sherry Salinas,64,26,11,D
555677,George Jackson,31,27,44,D
522179,Sherry Hernandez,18,65,52,D
548773,Tina Williams,93,76,98,A
576001,James Monroe,61,64,33,C
548666,Andrew Pearson,95,55,41,B
513901,Danielle Scott,75,81,90,A
590826,Steven Martinez,76,77,99,A
545615,Alicia Perez,89,28,90,B
563475,Patricia Colon,88,71,62,B+
553743,Robert Morales,52,63,37,D
554849,Caitlin Zimmerman,48,80,39,C
562101,Keith Boone,99,36,47,C
548796,Michelle Lucero,88,79,39,B
503135,Justin Petersen,85,11,69,C
559300,Jaime Garcia,83,16,14,D
581253,Shane Ortiz,31,77,88,B
563511,Keith Wright,85,71,65,B+
582700,Jose Robinson,25,97,34,C
563977,Nicole Sanchez,18,69,74,C
589216,Brandon Roberts,59,85,85,B+
591148,James Contreras,70,30,35,D
546235,Andrea Cobb,59,85,92,B+
546888,Danielle Smith,33,22,46,D
574725,Misty Valentine,45,15,49,D
557036,Nicole Mays,48,50,72,C
521698,Maria Kelley,51,51,19,D
574791,Anna Dawson,70,99,52,B+
509377,Melissa Adams,96,99,22,B+
573182,Meagan Watkins,54,17,70,D
525322,Heidi Davidson,20,20,78,D
563649,Lisa Garza,31,12,21,F
569752,Karen Harris,94,10,68,C
510924,Angela Mills,22,28,73,D
561285,John King,73,64,84,B+
569766,Kristin Stephens,22,30,44,F
562877,Marcus Johnson,88,57,54,B
509182,Tammy Nguyen,45,75,72,B
557934,Eric Cooke,57,42,77,C
593487,Donna Rogers,91,40,37,C
538505,Tyler Warner,67,92,64,B+
598191,Melanie Walker,24,41,45,D
537701,Jeremy Willis,66,23,97,B
546432,Patricia Hutchinson,72,75,38,B
575310,Aaron Morrow,66,14,52,D
504379,Danielle Weber,42,91,81,B+
556481,Gina Romero,83,32,81,B
590335,Melissa Wells,99,89,72,A
517296,Melissa Montes,74,80,94,A
578371,Mr. Michael Harvey,80,76,54,B
574938,Morgan Smith,23,19,95,D
503087,James Garcia,27,99,49,C
592459,Dr. Nicole Wilson,46,25,62,D
511446,Jo Patterson,32,49,53,D
548254,Cynthia Miller,16,14,80,D
507930,Clarence Davis,59,49,51,C
597828,Juan Mendoza,73,28,80,C
523213,Kevin Mccoy,30,20,34,F
503990,Kimberly Stevens,25,58,43,D
561772,Daniel Hart,35,28,13,F
501019,Michelle Hart,26,99,49,C
560789,Daniel Wilson,77,15,27,D
561124,Emma Bishop,99,79,52,B+
580870,James White,79,86,10,C
553101,Nicole Taylor,72,31,24,D
595875,Margaret Barnes,82,36,63,C
500311,Andrea Hale,81,20,94,B
599838,Gregory Rodriguez,35,44,13,F
564574,Randy Rodriguez,78,15,14,D
563715,Michael Higgins,58,19,15,F
507811,Dana Moore,63,13,46,D
523772,Steven Sampson,71,19,73,C
599891,Rachel Marquez,39,15,67,D
593588,Veronica Cole,33,59,67,C
541687,Angela Kaiser,76,82,79,B+
501564,Terri Sanchez,48,40,100,B
596999,Sherri Roberts,68,98,17,B
555778,Richard Miller,77,10,28,D
570529,Joseph Tucker,54,55,34,D
564953,April Mason,96,64,17,C
575606,Patricia Walters,15,49,78,D
561076,Derrick Petty,11,54,52,D
520379,Christopher Knight,35,55,14,D
561933,Matthew Bishop,73,74,69,B+
552555,Cameron Delacruz,63,49,89,B
530541,Jennifer Jones,79,29,66,C
586847,Bradley Bennett,85,63,88,B+
532460,Hannah Perkins,31,15,54,D
515950,Stephanie Warren,88,39,82,B
511822,Austin Ryan,71,33,65,C
507147,Teresa Tucker,20,24,48,F
559211,Lisa Herring,94,65,30,B
517726,Jamie Pham,51,37,25,D
521169,Kenneth Moss,26,82,45,C
508962,Cindy Fuller,30,89,60,C
568252,Tyler Bridges,59,77,37,C
512478,Devin Sawyer,49,19,13,F
550909,Allison Lambert,48,56,76,C
547876,Matthew Suarez,47,75,16,D
590777,Amber Walker,19,51,44,D
519887,Scott Mcfarland,27,28,90,D
599012,Isabel Morgan,87,65,20,C
528001,Thomas Roach,49,58,50,C
574670,Madison Harris,43,90,17,D
592460,William Bell,62,85,28,C
579072,William Arnold,37,17,83,D
537455,Nancy Hughes,99,52,21,C
597138,Kayla Smith,55,16,10,F
501194,Benjamin Cooper,14,59,42,D
576320,Kimberly Chapman,92,56,91,B+
548949,Kimberly Rice,11,90,22,D
567802,Sergio Cruz,14,71,22,D
549157,Erika Duarte,13,41,24,F
539980,Joanna Gardner,76,40,76,B
598290,Steven Thompson,36,11,19,F
511881,Cory Sutton,67,17,96,C
540321,Laura Martin,23,33,44,D
598856,Michael Howard,35,86,36,C
554188,Brenda Mcconnell,72,98,50,B+
587463,Rebecca Hernandez,12,28,43,F
568550,Renee Frost,98,66,38,B
564438,Noah Evans,54,49,43,D
534611,Stephanie Hansen,45,32,61,D
528620,John Neal,30,93,70,B
532420,Dustin Mccullough,28,35,53,D
571299,Christine May,51,22,63,D
535972,Rebecca Green,91,98,86,A+
536356,Maria Lee PhD,45,61,71,C
563235,Catherine Jimenez DDS,68,20,17,D
527368,Amy Lopez,40,24,28,F
515995,Angelica Copeland,36,69,77,C
550661,Kelly Cruz,96,90,46,B+
532792,Brittany Patton MD,26,17,68,D
589973,Phillip Smith,17,56,77,D
526455,Anna Martinez,28,39,52,D
599158,Taylor Nguyen,66,63,41,C
543903,Brett Greer,90,99,37,B+
543145,Michelle Smith,86,100,59,A
565736,Gail Greer,27,66,65,C
596551,Antonio Patton,10,81,69,C
502996,Jeff Harrison,100,14,96,B
592177,Lauren Rodriguez,48,42,93,B
589931,Brenda Garner,27,83,32,D
598310,Christopher Lewis,66,51,69,B
564668,Stephanie Cook,34,67,71,C
517757,Chase Dunn,22,93,55,C
524873,James Myers,59,98,46,B
547952,Randy Scott,80,77,14,C
517210,Benjamin Flores,30,18,54,D
567267,Scott Avery,20,19,87,D
534912,Miss Laura Maddox,60,85,10,C
508981,Breanna Lewis,31,91,80,B
584056,Gregory Parrish,70,22,32,D
560770,Kayla Brown,50,57,23,D
557855,Katie Ford,80,21,89,B
555002,Amber Garcia,89,33,66,B
570254,Deborah Shields,63,36,52,D
560614,Bradley Perez,40,80,95,B+
557786,Cynthia Morris,61,54,70,B
532543,Kimberly George,90,33,54,C
582789,Stacey Johnson,11,99,19,D
598887,Jennifer Alvarado,89,28,87,B
504320,Jodi Fuentes,72,90,78,B+
544749,Rickey Martin,41,62,41,D
567961,Susan Porter,48,71,21,D
589656,Heather Moody,46,81,22,D
547795,Bradley Harris,29,10,91,D
548475,Luis Butler,83,88,64,B+
541636,Tiffany Cruz,98,24,95,B+
564830,Joshua Gibson,53,73,61,B
557094,Carla Owens,97,94,16,B
501409,Steven Adams,30,69,14,D
585318,Katrina Wood,52,21,42,D
524679,Timothy Mejia,10,100,15,D
517419,Carla Davis,33,15,27,F
539144,Carmen Franklin,83,89,26,B
512766,Jennifer Scott,77,18,95,B
591741,Amanda Hill,87,85,22,B
570289,Claudia Wheeler,81,28,92,B
543767,Jeff Romero,86,88,90,A
571076,Ashley Martin,98,36,71,B
574136,Matthew Hall,37,42,95,C
557296,Andrew Martin,13,12,70,F
575174,Vincent Cardenas,77,80,84,B+
599192,Karen Palmer,78,77,22,C
530105,Chelsea Johnson DVM,12,58,96,C
552298,Adam Henry,92,10,11,D
563909,Robin Peterson,44,14,81,D
500328,Isabel Collins DVM,10,98,91,B
539107,Michael Hunter,81,97,51,B+
591802,Michael Lopez,66,59,72,B
518654,James Johnson,98,42,65,B
592525,Paul Hicks,60,91,15,C
531893,Cory Swanson,23,15,19,F
529705,Lindsey Chambers,50,81,15,D
547701,Cory Cain MD,72,42,31,D
579926,William Lane,98,18,65,C
535068,Katherine Gonzalez,83,60,89,B+
526333,Patrick Moreno,91,25,82,B
560693,Jaime Vincent,48,84,49,C
526348,Jimmy Baker,90,59,42,B
540803,Holly Pena,40,54,51,D
502103,Erica Wood,46,68,91,B
572221,Michael Hamilton,65,11,33,D
525457,Christopher Moreno,94,71,19,B
590329,Danielle Hickman,93,68,21,C
571327,Mackenzie Williams,85,86,38,B
517599,Linda Campbell,31,94,77,B
580962,Megan Herrera MD,28,14,25,F
504040,Christian Flores,75,77,72,B+
568184,Robert Williams,15,66,40,D
588333,Amber Weeks,41,41,78,C
521371,Joshua Nichols,27,25,47,D
579711,Andrew Stewart,99,55,99,A
507578,Jermaine Keller,94,65,88,A
506201,Rachel Price,26,91,10,D
534053,Brandon Saunders,97,95,48,B+
513421,Darren Wong,93,46,39,C
556022,Wesley Krueger,79,23,47,D
576590,Nathan Bowers,38,75,46,C
504360,Valerie Nelson,93,63,98,A
543491,Caroline Cole,95,70,21,B
529154,Jose Chang,88,87,50,B+
501240,Shane Campbell,18,28,44,F
539497,Heidi Jackson,50,83,40,C
514914,Luke Hobbs,88,80,10,C
542355,Sara Sanchez,92,84,36,B
598363,Robert Baker,81,79,10,C
588551,David Allen,19,64,74,C
530485,Jamie Roberts,32,61,11,D
511992,Paul Miller,46,92,63,B
584379,Laura Cox,19,51,34,D
562560,Joshua Hardy,81,61,66,B
584850,Laurie Miller,93,52,44,B
565553,Stephanie Evans,26,78,13,D
589288,Jennifer Holden,88,17,27,D
529996,Oscar Moore,98,87,64,A
577451,Ellen Cardenas,21,13,34,F
598062,Joshua Robinson,97,26,13,D
563886,Susan Lewis,72,86,51,B
569294,Sheila Walker,39,16,21,F
534926,Kellie Hill,48,84,20,D
568482,James Mathis,88,79,27,B
573828,Eric Norman,12,20,62,F
552871,Amanda Stewart,63,54,47,C
586120,James Conley,55,50,59,C
586637,Seth Johnson,77,54,18,D
547985,Kristen Rodriguez,42,82,81,B
542152,Judy Hampton,83,70,90,A
508129,Maria Morales,86,99,62,A
586845,Brittany Hernandez,95,18,52,C
535134,Cory Watts,60,56,77,B
566725,Adrian Waters,33,91,20,D
589201,Colin Cannon,37,19,76,D
559692,Courtney Reid,46,53,82,C
579657,Jacob Williams,95,47,14,C
510707,Phillip Rice,57,39,84,C
574601,Amanda Lynch,56,21,60,D
573668,Matthew Edwards,75,57,81,B+
555932,Hailey Bell,100,44,32,C
526432,John Vaughn,23,52,76,D
599582,James Contreras,36,89,36,C
567178,Micheal Carroll,18,84,51,C
542775,Jenna Moreno,81,18,79,C
561292,Tyler Arias,18,19,34,F
592906,John Torres,24,89,50,C
584693,John Hamilton,20,57,28,D
529112,Kristina Reed,32,61,92,B
582430,Courtney Gonzalez,55,100,17,C
538337,Angela Butler,91,94,17,B
566765,Cheryl Long,63,79,76,B+
552992,Joshua Moreno,55,32,29,D
562237,Scott Fry,32,52,17,D
544684,Calvin Freeman,79,85,31,B
555830,Keith Jones,14,27,58,D
500965,Christina Rodriguez,87,56,100,A
548801,Jessica Mccarthy,47,67,45,C
530506,Brett Keller,20,63,92,C
524218,Scott Bennett,52,79,74,B
554491,Ronald Kelley,53,51,77,C
519848,Adrian Lopez,66,39,86,B
583912,Joseph Porter,93,24,47,C
586617,Henry Smith,31,52,31,D
523457,Rebecca Lee,44,45,93,C
591832,Ryan Stewart,32,79,86,B
583170,Teresa Hester,55,92,58,B
593902,Scott Berry Jr.,29,16,99,D
510664,Kirk Hall,91,96,51,B+
573614,Melissa Wilson,33,54,26,D
577348,Jesse Ingram,65,47,33,D
520038,Michael Johnson,87,26,48,C
516716,Nicole Watkins,94,67,91,A
514610,Debra Pope,64,10,78,D
553558,Theresa Davis,46,45,17,D
590928,Raymond Hernandez,95,80,15,B
599115,Brian Leonard,77,32,76,B
512467,Karen Soto,36,20,27,F
521268,Jennifer Dickerson,19,44,47,D
562196,Stephen Bennett,35,43,40,D
501580,Ryan Rodriguez,41,29,72,D
573367,Molly Buchanan,98,88,94,A+
563151,Albert Lewis,76,22,45,D
597172,Kathryn Mcmillan,22,100,41,C
552031,April Carpenter,85,95,79,A
599910,Yvonne Day,43,14,80,D
516631,Patricia Porter,63,18,10,F
563767,Kevin May,31,29,16,F
561301,David Lindsey,69,89,94,A
546356,Steven Wilson,80,82,89,A
577417,Hayley Clark,56,16,32,D
563265,Scott Simpson,88,95,57,B+
591628,Brandon Anderson,74,14,37,D
510021,Renee Roberts,97,29,51,C
582394,Theresa Russell,26,79,51,C
594538,Sean Bennett,81,71,96,A
559236,Charles Herrera,64,23,88,C
552840,Ashlee Kidd,74,50,73,B
512539,Darrell Garcia,27,87,79,B
556568,Jason Robinson,35,97,14,D
509848,Sara Logan,94,52,43,B
510641,Tyler Schultz,91,19,81,B
574061,Nicholas Rice,30,20,58,D
535820,Cynthia Houston,53,33,19,D
519371,Kelly Chang,78,48,62,B
557725,Emily Cunningham,86,44,94,B+
550172,Pamela Wilson,49,61,23,D
561251,Mrs. Bonnie Howard DDS,67,59,41,C
576803,Elizabeth Roberts,73,27,73,C
534598,Joel Gallegos,86,100,14,B
598895,Dawn Carter,45,73,52,C
559772,Jessica Gregory,88,60,28,C
586506,Chelsea Peterson,26,66,50,D
576439,Michael Hill,87,65,15,C
561765,William Jackson PhD,36,95,74,B
573426,Kathy Jordan,40,24,52,D
501494,Dr. Valerie Fitzgerald,51,14,29,F
585956,David Ramirez,68,27,18,D
547279,William Garcia,100,22,68,B
549270,Jeffrey Ayers,65,50,64,C
535753,Rhonda Cook,71,34,78,B
545904,Joseph Pacheco,58,78,41,C
543829,Ray Herrera,34,34,66,D
577277,Vickie Clark,54,90,71,B+
571625,Erica Smith,79,90,62,B+
568579,Christine Ryan,38,94,17,D
555185,Rebecca Carey,15,44,21,F
514250,Carl Johnson Jr.,94,59,51,B
535688,Ryan Sutton,37,95,71,B
597065,Steven Romero,48,98,21,C
520200,Derek Rose,87,46,17,D
500833,Tyler Ellis,15,100,31,D
501667,Anthony Jimenez,88,81,18,B
508858,Jeremy Powell,51,88,69,B
585365,Tracy James,30,31,43,D
506862,Renee Kelly,24,82,67,C
502687,Mary Rosales,72,13,81,C
552469,Brianna Salazar,17,57,89,C
582449,Luke Riggs,17,56,92,C
500576,Kimberly Henderson,63,91,62,B+
592653,Kathryn Clayton,36,22,99,C
533076,Jennifer Williams,53,84,39,C
515810,Emily Brown,44,41,44,D
518987,Lee Walker,51,64,82,B
529163,Kyle Burns,88,28,11,D
524702,Robert Harris II,68,16,46,D
526437,James Palmer,16,86,94,B
505921,Laura Castaneda,96,26,47,C
561915,Dana Jones,95,16,15,D
583646,David Fisher,62,88,21,C
564901,Joshua Douglas,97,32,67,B
592820,Justin Schaefer,86,78,77,B+
560151,Ashley Scott,70,93,19,C
538408,Brent Chapman,73,50,78,B
521429,Lindsay Nelson,64,73,42,C
597851,Christopher Bryant,100,67,67,B+
538749,James Russell,83,89,45,B+
507299,Dawn Ramsey,90,23,26,D
589887,Lindsay Caldwell,42,44,44,D
539125,Janice Durham,16,61,17,F
556033,Cheryl Wilson,80,54,78,B
522831,Catherine Ball,53,16,66,D
508361,Christopher Foster,40,53,88,C
567030,James Russell,89,58,88,B+
536328,Sharon Wilson,96,24,92,B
542272,John Hoffman,94,35,22,D
551151,Stephanie Lloyd,64,69,94,B+
515927,Katherine Casey,29,36,19,F
590311,John Cook,27,74,48,D
538011,Jonathan French,27,61,62,D
